Dist;Date;Year;RegionName;Region;SiteName;Site;SiteInd;Lat;Lon;GenNr;Length;Box;LociN;Origin;Score ;Transport;WavExp;CurrA;CurrJyll;SdJyll;CurrVik;SdVik
 2062;9/19/2000;2000;Grimstad;4;Bufjorden,ytre;56;56;58.28280412;8.509319979;GMS-092;13.1;1;25;2;99.951;0.68;0.04;0.28;9.8;23.1;14.3;20.9
 2062;9/19/2000;2000;Grimstad;4;Bufjorden,ytre;56;56;58.28280412;8.509319979;GMS-093;8.5;1;26;1;99.999;0.68;0.04;0.28;9.8;23.1;14.3;20.9
 2062;9/19/2000;2000;Grimstad;4;Bufjorden,ytre;56;56;58.28280412;8.509319979;GMS-094;10;1;23;2;99.999;0.68;0.04;0.28;9.8;23.1;14.3;20.9
 2062;9/19/2000;2000;Grimstad;4;Bufjorden,ytre;56;56;58.28280412;8.509319979;GMS-095;9.2;1;26;2;100;0.68;0.04;0.28;9.8;23.1;14.3;20.9
 2062;9/19/2000;2000;Grimstad;4;Bufjorden,ytre;56;56;58.28280412;8.509319979;GMS-096;7.3;1;26;1;99.976;0.68;0.04;0.28;9.8;23.1;14.3;20.9
 2062;9/19/2000;2000;Grimstad;4;Bufjorden,ytre;56;56;58.28280412;8.509319979;GMS-097;8;1;0;0;;0.68;0.04;0.28;9.8;23.1;14.3;20.9
 2062;9/19/2000;2000;Grimstad;4;Bufjorden,ytre;56;56;58.28280412;8.509319979;GMS-098;9.5;1;26;1;100;0.68;0.04;0.28;9.8;23.1;14.3;20.9
 2062;9/19/2000;2000;Grimstad;4;Bufjorden,ytre;56;56;58.28280412;8.509319979;GMS-099;8.7;1;26;1;55.738;0.68;0.04;0.28;9.8;23.1;14.3;20.9
 2062;9/19/2000;2000;Grimstad;4;Bufjorden,ytre;56;56;58.28280412;8.509319979;GMS-100;8.1;1;26;1;79.455;0.68;0.04;0.28;9.8;23.1;14.3;20.9
 2062;9/19/2000;2000;Grimstad;4;Bufjorden,ytre;56;56;58.28280412;8.509319979;GMS-101;13.8;2;26;2;100;0.68;0.04;0.28;9.8;23.1;14.3;20.9
 2062;9/19/2000;2000;Grimstad;4;Bufjorden,ytre;56;56;58.28280412;8.509319979;GMS-102;12;2;26;2;99.999;0.68;0.04;0.28;9.8;23.1;14.3;20.9
 2062;9/19/2000;2000;Grimstad;4;Bufjorden,ytre;56;56;58.28280412;8.509319979;GMS-103;8;2;26;1;99.912;0.68;0.04;0.28;9.8;23.1;14.3;20.9
 2062;9/19/2000;2000;Grimstad;4;Bufjorden,ytre;56;56;58.28280412;8.509319979;GMS-104;9.5;2;26;2;100;0.68;0.04;0.28;9.8;23.1;14.3;20.9
 2062;9/19/2000;2000;Grimstad;4;Bufjorden,ytre;56;56;58.28280412;8.509319979;GMS-105;8;2;26;1;99.997;0.68;0.04;0.28;9.8;23.1;14.3;20.9
 2062;9/19/2000;2000;Grimstad;4;Bufjorden,ytre;56;56;58.28280412;8.509319979;GMS-106;8;2;26;1;100;0.68;0.04;0.28;9.8;23.1;14.3;20.9
 2062;9/19/2000;2000;Grimstad;4;Bufjorden,ytre;56;56;58.28280412;8.509319979;GMS-107;9.1;2;26;1;100;0.68;0.04;0.28;9.8;23.1;14.3;20.9
 2062;9/19/2000;2000;Grimstad;4;Bufjorden,ytre;56;56;58.28280412;8.509319979;GMS-108;8.5;2;26;1;100;0.68;0.04;0.28;9.8;23.1;14.3;20.9
 2062;9/19/2000;2000;Grimstad;4;Bufjorden,ytre;56;56;58.28280412;8.509319979;GMS-109;10.9;2;26;2;98.852;0.68;0.04;0.28;9.8;23.1;14.3;20.9
